이름,위도,경도,시도명,시군구명,읍면동명,리명,번지,도로명,도로명상세,주차가능여부,숙박업분류,카테고리명,10대,20대,30대,40대,50대,60+대,숙박유형
고마펜션,35.23499608,129.2432792,부산광역시,기장군,기장읍,죽성리,402,기장해안로,899-2,Y,,숙박/휴양,421,360,403,485,432,217,펜션
본레브연화리330풀빌라앤호텔,35.21559526,129.2229761,부산광역시,기장군,기장읍,연화리,330-2,기장해안로,460,Y,,숙박/휴양,173,422,420,489,412,135,호텔
MVG모텔,35.21392038,129.2220218,부산광역시,기장군,기장읍,연화리,372-6,기장해안로,438,Y,,숙박/휴양,231,435,291,267,232,156,모텔
전망좋은집,35.22515777,129.2288831,부산광역시,기장군,기장읍,대변리,406-8,기장해안로,589-6,,,숙박/휴양,0,0,0,0,0,0,기타
연화리관광호텔,35.21559526,129.2229761,부산광역시,기장군,기장읍,연화리,330-2,기장해안로,460,Y,,숙박/휴양,174,414,306,496,255,167,호텔
호텔오즈,35.22075941,129.2271744,부산광역시,기장군,기장읍,대변리,277-1,기장해안로,530,Y,,숙박/휴양,219,464,416,468,275,158,호텔
타이드어웨이풀빌라,35.18217092,129.2085278,부산광역시,기장군,기장읍,시랑리,615-5,기장해안로,26,Y,,숙박/휴양,427,223,286,495,472,200,펜션
연화리330 POOL VILLA Bon reve,35.21558798,129.2229938,부산광역시,기장군,기장읍,연화리,330-2,기장해안로,460,Y,,숙박/휴양,0,0,0,0,0,0,기타
로드엠게스트하우스펜션,35.22374937,129.2310754,부산광역시,기장군,기장읍,대변리,308-2,기장해안로,615-6,Y,,숙박/휴양,408,138,278,500,476,90,펜션
연화펜션,35.21366559,129.2218632,부산광역시,기장군,기장읍,연화리,379-1,기장해안로,434,Y,,숙박/휴양,308,211,291,476,416,109,펜션
지앤지모텔,35.21419613,129.222202,부산광역시,기장군,기장읍,연화리,372-1,기장해안로,442,Y,,숙박/휴양,141,459,377,289,259,108,모텔
MVG무인텔,35.2139435,129.2220125,부산광역시,기장군,기장읍,연화리,372-6,기장해안로,438,Y,,숙박/휴양,67,480,440,403,268,41,모텔
아난티 힐튼 부산,35.19795241,129.2280692,부산광역시,기장군,기장읍,시랑리,704-1,기장해안로,268-32,Y,,숙박/휴양,193,311,296,445,256,49,호텔
꿈의궁전모텔,35.22228138,129.2270277,부산광역시,기장군,기장읍,대변리,203-6,기장해안로,546,Y,,숙박/휴양,54,318,217,123,99,52,모텔
오즈모텔,35.2207852,129.2271806,부산광역시,기장군,기장읍,대변리,277-1,기장해안로,530,Y,,숙박/휴양,159,495,462,394,237,72,모텔
별이그린바다펜션,35.18223994,129.2110845,부산광역시,기장군,기장읍,시랑리,630-3,기장해안로,34-18,Y,,숙박/휴양,395,344,358,474,446,316,펜션
아난티코브,35.19973708,129.22865,부산광역시,기장군,기장읍,시랑리,704,기장해안로,268-31,Y,,숙박/휴양,217,396,344,441,250,98,호텔
필모텔,35.21377212,129.2219608,부산광역시,기장군,기장읍,연화리,378-1,기장해안로,436,,,숙박/휴양,258,468,466,411,350,254,모텔
숲속농원,35.21903124,129.1828651,부산광역시,기장군,기장읍,내리,664,내리길,336,Y,,문화관광/명소,0,0,0,0,0,0,기타
기장숲속농원캠프,35.21882078,129.1829515,부산광역시,기장군,기장읍,내리,664,내리길,336,Y,,문화관광/명소,205,492,434,303,216,152,모텔
사랑애펜션,35.23775114,129.2416983,부산광역시,기장군,기장읍,죽성리,481-1,달밭길,10,Y,,숙박/휴양,180,130,134,399,222,107,펜션
휴인펜션,35.18455021,129.2102251,부산광역시,기장군,기장읍,시랑리,686-7,당사로1길,21,Y,,숙박/휴양,189,87,161,394,262,85,펜션
더하루펜션,35.18525193,129.2104981,부산광역시,기장군,기장읍,시랑리,686-2,당사로1길,13,Y,,숙박/휴양,262,205,237,466,364,40,펜션
마루하우스펜션,35.18618548,129.2108578,부산광역시,기장군,기장읍,당사리,506-1,당사로1길,1,Y,,숙박/휴양,166,35,54,308,209,35,펜션
아라하우스펜션,35.18397327,129.2095241,부산광역시,기장군,기장읍,시랑리,691-2,당사로1길,30,Y,,숙박/휴양,258,59,195,328,316,57,펜션
더베이펜션,35.18436889,129.2101493,부산광역시,기장군,기장읍,시랑리,686-8,당사로1길,23,Y,,숙박/휴양,346,266,303,449,365,249,펜션
솔레이펜션,35.18372558,129.2096279,부산광역시,기장군,기장읍,시랑리,692-2,당사로1길,31,Y,,숙박/휴양,223,83,126,352,238,69,펜션
브라이트펜션,35.1846836,129.2102984,부산광역시,기장군,기장읍,시랑리,686-6,당사로1길,19,Y,,숙박/휴양,407,110,312,489,424,107,펜션
부산라메르펜션,35.18491747,129.2103747,부산광역시,기장군,기장읍,시랑리,686-4,당사로1길,17,Y,,숙박/휴양,224,99,175,495,365,78,펜션
백용펜션,35.18474468,129.2099886,부산광역시,기장군,기장읍,시랑리,685-7,당사로1길,20,Y,,숙박/휴양,477,319,429,500,489,58,펜션
더펜션502,35.18814181,129.2113813,부산광역시,기장군,기장읍,당사리,502-2,당사로2길,21,Y,,숙박/휴양,262,40,237,484,440,38,펜션
해오름펜션,35.18782476,129.2112324,부산광역시,기장군,기장읍,당사리,502-4,당사로2길,17,Y,,숙박/휴양,332,163,305,386,346,141,펜션
J&J하우스,35.18796486,129.2113093,부산광역시,기장군,기장읍,당사리,502-3,당사로2길,19,Y,,숙박/휴양,69,407,265,67,84,43,게스트하우스
바우하우스펜션,35.18480392,129.2098608,부산광역시,기장군,기장읍,시랑리,685-10,당사로3길,19,Y,,숙박/휴양,257,225,241,442,332,202,펜션
송정로뎀나무펜션,35.18485999,129.2095295,부산광역시,기장군,기장읍,시랑리,688-1,당사로3길,20,Y,,숙박/휴양,327,105,126,384,377,87,펜션
메종펜션,35.18394728,129.209296,부산광역시,기장군,기장읍,시랑리,691-6,당사로3길,31,Y,,숙박/휴양,184,115,180,382,240,108,펜션
그루브펜션,35.18611091,129.208151,부산광역시,기장군,기장읍,시랑리,680-1,당사로5길,17,Y,,숙박/휴양,334,177,180,494,427,161,펜션
GB코티지,35.1855167,129.2093375,부산광역시,기장군,기장읍,시랑리,683-9,당사로5길,,Y,,숙박/휴양,0,0,0,0,0,0,기타
오시리아인펜션,35.18516607,129.2093698,부산광역시,기장군,기장읍,시랑리,683-6,당사로5길,,Y,,숙박/휴양,323,83,214,396,342,82,펜션
엘티움,35.18598512,129.2095581,부산광역시,기장군,기장읍,당사리,504-5,당사로5길,6,Y,,숙박/휴양,0,0,0,0,0,0,기타
송정 메이플하우스,35.18544856,129.2095472,부산광역시,기장군,기장읍,시랑리,683-4,당사로5길,,Y,,숙박/휴양,38,221,400,95,42,42,게스트하우스
송정드림펜션,35.18494196,129.2092725,부산광역시,기장군,기장읍,시랑리,687-5,당사로5길,44,Y,,숙박/휴양,276,124,182,338,330,77,펜션
팰리스모텔,35.23391641,129.2188739,부산광역시,기장군,기장읍,청강리,337-2,대변로,24,Y,,숙박/휴양,182,403,361,302,229,35,모텔
더원모텔,35.22715554,129.2270725,부산광역시,기장군,기장읍,대변리,433-2,대변로,133,Y,,숙박/휴양,130,403,307,306,132,110,모텔
하얀둥지펜션,35.2274257,129.2268482,부산광역시,기장군,기장읍,대변리,433-3,대변로,131,Y,,숙박/휴양,179,84,141,483,340,74,펜션
더캐슬해운대비치,35.22680247,129.2213595,부산광역시,기장군,기장읍,대변리,504-3,대변로,74,Y,,숙박/휴양,0,0,0,0,0,0,기타
해운대비치골프앤리조트,35.22750673,129.22575,부산광역시,기장군,기장읍,대변리,529-3,대변로,122,,,숙박/휴양,0,0,0,0,0,0,기타
올리브모텔,35.23409002,129.2185079,부산광역시,기장군,기장읍,청강리,335-3,대변로,20,,,숙박/휴양,177,400,258,210,196,65,모텔
비너스모텔,35.23313818,129.2191334,부산광역시,기장군,기장읍,청강리,348-4,대변로,32,,,숙박/휴양,127,489,290,157,128,62,모텔
부산 기장 휴,35.23479568,129.215477,부산광역시,기장군,기장읍,청강리,705-5,대청로72번길,,Y,,숙박/휴양,54,484,481,420,265,38,모텔
시랑리129펜션,35.19664328,129.2249174,부산광역시,기장군,기장읍,시랑리,129,동암1길,27,Y,,숙박/휴양,378,182,302,497,487,89,펜션
돌담집그곳,35.19594168,129.2231,부산광역시,기장군,기장읍,시랑리,189-2,동암3길,3,Y,,숙박/휴양,0,0,0,0,0,0,기타
드림하우스펜션,35.24026608,129.2478811,부산광역시,기장군,기장읍,죽성리,141-1,두호1길,,Y,,숙박/휴양,342,153,280,460,390,31,펜션
죽성여관,35.24069847,129.2471192,부산광역시,기장군,기장읍,죽성리,196-1,두호길,31,N,,숙박/휴양,103,397,381,221,156,40,모텔
TOC모텔,35.25135363,129.2082617,부산광역시,기장군,기장읍,서부리,383,반송로,1523,Y,,숙박/휴양,120,481,364,205,122,95,모텔
모텔헤이데이,35.24929092,129.2097105,부산광역시,기장군,기장읍,서부리,432,반송로,1547,Y,,숙박/휴양,121,412,388,297,275,33,모텔
베스트루이스해밀턴호텔 기장점,35.24951122,129.2096433,부산광역시,기장군,기장읍,서부리,422,반송로,1545,Y,,숙박/휴양,146,240,160,363,153,63,호텔
2001HAMILTONHOTEL,35.24947386,129.2095375,부산광역시,기장군,기장읍,서부리,422,반송로,1545,,,숙박/휴양,116,212,195,470,135,50,호텔
모텔헤이데이,35.24928498,129.2097099,부산광역시,기장군,기장읍,서부리,432,반송로,1547,Y,,숙박/휴양,87,470,448,391,309,62,모텔
베스트루이스해밀턴호텔,35.24946788,129.2095269,부산광역시,기장군,기장읍,서부리,422,반송로,1545,Y,,숙박/휴양,198,307,248,347,218,87,호텔
서랑펜션,35.20102999,129.2059,부산광역시,기장군,기장읍,내리,204-1,소정길,11,Y,,숙박/휴양,327,77,190,360,353,69,펜션
펜션드리머,35.21697178,129.2253055,부산광역시,기장군,기장읍,연화리,222-5,연화2길,5,Y,,숙박/휴양,291,251,280,427,341,78,펜션
필모텔,35.21613866,129.2249753,부산광역시,기장군,기장읍,연화리,292,연화길,28,,,숙박/휴양,241,499,484,380,313,205,모텔
엔줄리오펜션,35.2153393,129.2231287,부산광역시,기장군,기장읍,연화리,326-2,연화길,10,Y,,숙박/휴양,358,249,255,496,398,185,펜션
기장브라운도트펜션,35.21792679,129.2254973,부산광역시,기장군,기장읍,연화리,214-14,연화길,16803,Y,,숙박/휴양,275,226,263,431,311,48,펜션
IW모텔,35.22049782,129.2273042,부산광역시,기장군,기장읍,대변리,277-2,연화길,76,Y,,숙박/휴양,72,467,372,170,170,31,모텔
브라운도트호텔,35.21789346,129.22571,부산광역시,기장군,기장읍,연화리,214-6,연화길,16923,Y,,숙박/휴양,180,342,245,476,240,107,호텔
넘버이십오,35.21918249,129.2264024,부산광역시,기장군,기장읍,연화리,109-1,연화길,64,Y,,숙박/휴양,241,417,414,473,344,51,호텔
엔쥴리오,35.21530937,129.2231286,부산광역시,기장군,기장읍,연화리,326-2,연화길,10,Y,,숙박/휴양,0,0,0,0,0,0,기타
초콜릿,35.21637501,129.2251359,부산광역시,기장군,기장읍,연화리,292-1,연화길,32,Y,,숙박/휴양,0,0,0,0,0,0,기타
초콜릿모텔,35.21643343,129.2251298,부산광역시,기장군,기장읍,연화리,292-1,연화길,32,Y,,숙박/휴양,215,451,347,253,251,160,모텔
기장호텔,35.24148239,129.2144519,부산광역시,기장군,기장읍,대라리,126-8,차성남로,57,,,숙박/휴양,208,445,347,464,212,99,호텔
테마,35.24201229,129.2151228,부산광역시,기장군,기장읍,대라리,125-8,차성동로45번길,26,Y,,숙박/휴양,0,0,0,0,0,0,기타
루이스호텔,35.24167138,129.2157481,부산광역시,기장군,기장읍,대라리,81-33,차성동로45번길,13,Y,,숙박/휴양,163,313,236,418,174,71,호텔
기장루이스호텔,35.24173549,129.215798,부산광역시,기장군,기장읍,대라리,81-33,차성동로45번길,13,Y,,숙박/휴양,94,250,246,468,136,72,호텔
드림모텔,35.2530168,129.2143901,부산광역시,기장군,기장읍,교리,331-2,차성로,398,Y,,숙박/휴양,216,441,399,366,269,195,모텔
호텔리안,35.25038237,129.2137116,부산광역시,기장군,기장읍,동부리,386-8,차성로,367,,,숙박/휴양,176,256,243,324,210,160,호텔
부띠끄호텔 오월로,35.25010344,129.2136728,부산광역시,기장군,기장읍,동부리,393-1,차성로,365,Y,,숙박/휴양,111,211,166,484,148,100,호텔
브룩스호텔,35.25067491,129.2135032,부산광역시,기장군,기장읍,동부리,386-5,차성로,371,Y,,숙박/휴양,213,473,422,500,221,99,호텔
부띠끄호텔 오월로,35.25010921,129.2136787,부산광역시,기장군,기장읍,동부리,393-1,차성로,365,Y,,숙박/휴양,208,286,241,386,215,186,호텔
이데아호텔,35.25362273,129.2143276,부산광역시,기장군,기장읍,교리,324-6,차성로,403,Y,,숙박/휴양,215,372,334,484,292,130,호텔
2PM호텔,35.25074703,129.2137006,부산광역시,기장군,기장읍,동부리,386-5,차성로,371,Y,,숙박/휴양,116,387,300,432,253,92,호텔
큐모텔,35.25059418,129.2141236,부산광역시,기장군,기장읍,교리,329-5,차성로,370,Y,,숙박/휴양,207,417,389,330,299,119,모텔
HOTEL페오,35.25316662,129.2139845,부산광역시,기장군,기장읍,교리,324-9,차성로,397,Y,,숙박/휴양,124,282,162,386,151,98,호텔
짱모텔,35.25112852,129.2137112,부산광역시,기장군,기장읍,동부리,386-2,차성로,375,Y,,숙박/휴양,115,468,254,168,162,76,모텔
넘버25호텔,35.25229656,129.2142802,부산광역시,기장군,기장읍,교리,330-15,차성로,390,Y,,숙박/휴양,241,325,277,455,271,111,호텔
힐모텔,35.25295621,129.2145426,부산광역시,기장군,기장읍,교리,331-3,차성로404번길,14,Y,,숙박/휴양,238,404,310,277,257,33,모텔
이지고글램핑,35.27931701,129.2020381,부산광역시,기장군,일광면,용천리,945,,,N,,문화관광/명소,0,0,0,0,0,0,기타
지오클럽캠핑장,35.25771827,129.2357055,부산광역시,기장군,일광면,삼성리,149-1,,,N,,문화관광/명소,66,468,221,159,73,52,모텔
일광민박딴따라,35.26290854,129.2335084,부산광역시,기장군,일광면,삼성리,115-2,,,,,숙박/휴양,392,94,224,429,459,429,민박
민캠프힐링오토캠핑장,35.28975511,129.2344849,부산광역시,기장군,일광면,화전리,,기장대로,1075-6,Y,,문화관광/명소,61,470,149,145,86,58,모텔
사랑채캠프,35.25906518,129.2339539,부산광역시,기장군,일광면,삼성리,142,기장해안로,1290,,,문화관광/명소,0,0,0,0,0,0,기타
일광추억이머무르는곳,35.26257492,129.232687,부산광역시,기장군,일광면,삼성리,109-5,기장해안로,1331,N,,숙박/휴양,113,102,109,193,447,304,민박
테라스,35.26081708,129.2331247,부산광역시,기장군,일광면,삼성리,714-8,기장해안로,1309-4,Y,,숙박/휴양,0,0,0,0,0,0,기타
일출민박,35.25957291,129.2332452,부산광역시,기장군,일광면,삼성리,716-2,기장해안로,1297,N,,숙박/휴양,198,125,136,238,488,351,민박
속시원한대구탕,35.26057537,129.2332445,부산광역시,기장군,일광면,삼성리,715-3,기장해안로,1307,Y,,숙박/휴양,0,0,0,0,0,0,기타
채움펜션,35.30331368,129.2584342,부산광역시,기장군,일광면,문중리,35796,문오성길,629,Y,,숙박/휴양,384,147,214,484,472,108,펜션
일광온정바다,35.28284033,129.2583936,부산광역시,기장군,일광면,동백리,285-23,문오성길,45,Y,,숙박/휴양,0,0,0,0,0,0,기타
메모리펜션,35.28278644,129.2592046,부산광역시,기장군,일광면,동백리,266-6,문오성길,61,N,,숙박/휴양,372,174,210,471,421,68,펜션
바다펜션,35.28278066,129.258697,부산광역시,기장군,일광면,동백리,278-1,문오성길,51,,,숙박/휴양,179,49,179,257,204,45,펜션
비치하임펜션,35.30734392,129.2589104,부산광역시,기장군,일광면,문동리,205-1,문오성길,727,Y,,숙박/휴양,378,195,328,463,462,147,펜션
몽블랑모텔,35.26447598,129.2336108,부산광역시,기장군,일광면,삼성리,13547,삼성1길,6,Y,,숙박/휴양,229,474,401,373,233,227,모텔
캐슬모텔,35.26491276,129.2337386,부산광역시,기장군,일광면,삼성리,13271,삼성1길,,Y,,숙박/휴양,98,408,287,180,151,47,모텔
쉼표모텔,35.26474117,129.2346141,부산광역시,기장군,일광면,삼성리,12936,삼성1길,13,Y,,숙박/휴양,259,445,439,363,288,74,모텔
해변24편의점,35.2640334,129.2344786,부산광역시,기장군,일광면,삼성리,14336,삼성3길,27,N,,숙박/휴양,0,0,0,0,0,0,기타
해나무민박,35.2626697,129.2332637,부산광역시,기장군,일광면,삼성리,115-41,삼성3길,,N,,숙박/휴양,158,96,141,231,461,298,민박
늘봄모텔,35.26582452,129.233977,부산광역시,기장군,일광면,삼성리,12359,삼성3길,19419,Y,,숙박/휴양,362,488,437,371,368,234,모텔
즐거운민박,35.26383724,129.2343323,부산광역시,기장군,일광면,삼성리,14489,삼성3길,25,,,숙박/휴양,300,35,187,304,490,320,민박
삼성장펜션,35.26328944,129.2335718,부산광역시,기장군,일광면,삼성리,15342,삼성길,,Y,,숙박/휴양,251,207,250,358,344,40,펜션
